gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,2787-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,3748-4106
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat,993-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat,1341-1366
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,3748-4265
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,2784-3038
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Protein kinase domain,3748-4238
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,376-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,1503-1562
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.14,33139642-33145025,Leucine-rich repeat domain superfamily,1694-1754
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,376-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,1503-1562
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat domain superfamily,1694-1754
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat,1176-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat,1503-1529
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.15,33139642-33145005,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,373-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat domain superfamily,1503-1589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat,1176-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.16,33139642-33145016,Leucine-rich repeat,1503-1529
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,373-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,1110-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat domain superfamily,1503-1589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat,1176-1253
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat,1341-1412
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.17,33139642-33145016,Leucine-rich repeat,1503-1529
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat domain superfamily,373-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat domain superfamily,1110-1257
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat,993-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat,1110-1257
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.18,33139642-33145012,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat domain superfamily,373-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat domain superfamily,673-805
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat domain superfamily,931-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat domain superfamily,1110-1257
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat,993-1002
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat,1110-1257
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat-containing N-terminal,388-395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.19,33139642-33145012,Leucine-rich repeat-containing N-terminal,673-783
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat,1933-1942
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat,2050-2193
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat,2281-2306
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,3727-3978
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,4688-5079
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,5711-5876
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,1316-1335
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,1613-1745
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,1871-1942
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,2050-2193
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,2281-2352
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,2443-2502
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat domain superfamily,2634-2694
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,3724-3978
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,4688-5079
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,5711-5885
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase-like domain superfamily,3655-3978
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase-like domain superfamily,4688-5079
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase-like domain superfamily,5711-5888
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase,3742-3808
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Serine/threonine-protein kinase,4803-4839
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,3724-3978
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,4688-5079
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Protein kinase domain,5711-5915
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat-containing N-terminal,1328-1335
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.2,33138702-33145085,Leucine-rich repeat-containing N-terminal,1613-1723
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat,1137-1214
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat,1302-1373
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat,1464-1490
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat-containing N-terminal,349-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat-containing N-terminal,634-744
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,337-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,634-766
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,892-963
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,1071-1214
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,1302-1373
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,1464-1523
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.20,33139681-33145012,Leucine-rich repeat domain superfamily,1655-1715
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat,1137-1214
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat,1302-1373
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat,1464-1490
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat-containing N-terminal,349-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat-containing N-terminal,634-744
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,337-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,634-766
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,892-963
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,1071-1214
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,1302-1373
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,1464-1523
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.21,33139681-33145005,Leucine-rich repeat domain superfamily,1655-1715
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat domain superfamily,334-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat domain superfamily,634-766
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat domain superfamily,892-963
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat domain superfamily,1071-1218
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat,954-963
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat,1071-1218
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat-containing N-terminal,349-356
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.22,33139681-33145005,Leucine-rich repeat-containing N-terminal,634-744
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat,1448-1457
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat,1565-1708
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat,1796-1821
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,3242-3493
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,4203-4594
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,5226-5391
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,831-850
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,1128-1260
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,1386-1457
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,1565-1708
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,1796-1867
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,1958-2017
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat domain superfamily,2149-2209
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,3239-3493
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,4203-4594
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,5226-5400
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase-like domain superfamily,3170-3493
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase-like domain superfamily,4203-4594
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase-like domain superfamily,5226-5403
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase,3257-3323
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Serine/threonine-protein kinase,4318-4354
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,3239-3493
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,4203-4594
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Protein kinase domain,5226-5430
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat-containing N-terminal,843-850
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.3,33139187-33144902,Leucine-rich repeat-containing N-terminal,1128-1238
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat,1630-1707
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat,1795-1866
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat,1957-1983
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat-containing N-terminal,842-849
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat-containing N-terminal,1127-1237
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,830-849
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,1127-1259
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,1385-1456
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,1564-1707
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,1795-1866
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,1957-2016
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.4,33139188-33145131,Leucine-rich repeat domain superfamily,2148-2208
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat-containing N-terminal,838-845
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat-containing N-terminal,1123-1233
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase-like domain superfamily,3165-3488
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase-like domain superfamily,4198-4589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase-like domain superfamily,5221-5398
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,3234-3488
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,4198-4589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,5221-5395
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,3237-3488
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,4198-4589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,5221-5386
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,3234-3488
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,4198-4589
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase domain,5221-5425
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Serine/threonine-protein kinase,4313-4349
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,826-845
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,1123-1255
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,1381-1452
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,1560-1703
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,1791-1862
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,1953-2012
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat domain superfamily,2144-2204
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat,1443-1452
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat,1560-1703
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Leucine-rich repeat,1791-1816
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.5,33139192-33144887,Protein kinase,3252-3318
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat domain superfamily,789-811
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat domain superfamily,1089-1221
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat domain superfamily,1347-1418
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat domain superfamily,1526-1673
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat,1409-1418
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat,1526-1673
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat-containing N-terminal,804-811
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.6,33139226-33144853,Leucine-rich repeat-containing N-terminal,1089-1199
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat domain superfamily,454-476
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat domain superfamily,754-886
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat domain superfamily,1012-1083
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat domain superfamily,1201-1225
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat-containing N-terminal,469-476
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.7,33139561-33145007,Leucine-rich repeat-containing N-terminal,754-864
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat,1027-1036
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat,1144-1287
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat,1375-1400
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat-containing N-terminal,422-429
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat-containing N-terminal,707-817
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase,2836-2902
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Serine/threonine-protein kinase,3897-3933
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,2821-3072
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,3782-4173
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,4805-4970
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,2818-3072
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,3782-4173
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,4805-5009
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,2818-3072
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,3782-4173
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase domain,4805-4979
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase-like domain superfamily,2752-3072
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase-like domain superfamily,3782-4173
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Protein kinase-like domain superfamily,4805-4982
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,410-429
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,707-839
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,965-1036
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,1144-1287
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,1375-1446
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,1537-1596
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.8,33139608-33145016,Leucine-rich repeat domain superfamily,1728-1788
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat,1210-1287
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat,1375-1446
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat,1537-1563
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat-containing N-terminal,422-429
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat-containing N-terminal,707-817
