gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,3973-4044
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,4428-4565
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,4649-5301
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,5384-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,coding_region,6279-6746
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,3' utr,6747-7192
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,1-449
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,1835-1955
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,2081-2152
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,2345-2419
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,2537-2608
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,2947-3108
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3202-3276
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3360-3431
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3511-3585
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3670-3738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3815-3889
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,3977-4048
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,4432-4569
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,4653-5305
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,534-1737
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,5388-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,exon,6283-7196
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,1738-1834
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,1956-2080
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,2153-2344
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,2420-2536
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,2609-2946
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3109-3201
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3277-3359
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3432-3510
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3586-3669
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3739-3814
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,3890-3976
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,4049-4431
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,450-533
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,4570-4652
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,5306-5387
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,5525-5620
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,5841-5940
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,intron,6177-6282
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,5' utr,1-449
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,5' utr,534-1655
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,1656-1737
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,1835-1955
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,2081-2152
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,2345-2419
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,2537-2608
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,2947-3108
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3202-3276
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3360-3431
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3511-3585
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3670-3738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3815-3889
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,3977-4048
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,4432-4569
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,4653-5305
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,5388-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,coding_region,6283-6750
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,3' utr,6751-7196
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,1-445
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,1831-1951
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,2077-2148
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,2341-2415
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,2533-2604
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,2943-3104
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3198-3272
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3356-3427
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3507-3581
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3666-3734
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3811-3885
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,3973-4565
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,4649-5301
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,530-1733
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,5384-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,exon,6279-7178
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,1734-1830
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,1952-2076
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,2149-2340
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,2416-2532
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,2605-2942
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3105-3197
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3273-3355
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3428-3506
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3582-3665
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3735-3810
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,3886-3972
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,446-529
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,4566-4648
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,5302-5383
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,5521-5616
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,5837-5936
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,intron,6173-6278
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,5' utr,1-445
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,5' utr,530-1651
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,1652-1733
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,1831-1951
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,2077-2148
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,2341-2415
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,2533-2604
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,2943-3104
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3198-3272
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3356-3427
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3507-3581
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3666-3734
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3811-3885
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,coding_region,3973-4048
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,4049-4565
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,4649-5301
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,5384-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,3' utr,6279-7178
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,1-450
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,1632-1738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,1836-1956
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,2082-2153
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,2346-2420
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,2538-2609
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,2948-3109
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3203-3277
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3361-3432
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3512-3586
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3671-3739
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3816-3890
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,3978-4095
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,4433-4570
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,4654-5306
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,535-874
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,5389-5525
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,5622-5841
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,5942-6177
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,exon,6284-7056
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,1739-1835
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,1957-2081
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,2154-2345
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,2421-2537
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,2610-2947
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3110-3202
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3278-3360
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3433-3511
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3587-3670
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3740-3815
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,3891-3977
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,4096-4432
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,451-534
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,4571-4653
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,5307-5388
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,5526-5621
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,5842-5941
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,6178-6283
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,intron,875-1631
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,5' utr,1-450
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,5' utr,1632-1656
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,5' utr,535-874
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,1657-1738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,1836-1956
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,2082-2153
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,2346-2420
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,2538-2609
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,2948-3109
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3203-3277
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3361-3432
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3512-3586
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3671-3739
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3816-3890
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,coding_region,3978-4053
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,4054-4095
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,4433-4570
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,4654-5306
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,5389-5525
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,5622-5841
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,5942-6177
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,3' utr,6284-7056
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,1-101
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,1566-1640
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,1724-1795
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,1875-1949
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,199-319
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,2034-2102
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,2179-2253
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,2341-2412
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,2796-2933
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,3017-3669
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,3752-3888
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,3985-4204
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,4305-4540
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,445-516
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,4647-5290
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,exon,709-1472
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,102-198
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,1473-1565
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,1641-1723
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,1796-1874
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,1950-2033
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,2103-2178
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,2254-2340
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,2413-2795
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,2934-3016
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,320-444
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,3670-3751
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,3889-3984
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,4205-4304
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,4541-4646
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,intron,517-708
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,5' utr,1-19
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,coding_region,199-319
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,coding_region,20-101
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,coding_region,445-516
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,coding_region,709-787
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,1566-1640
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,1724-1795
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,1875-1949
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,2034-2102
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,2179-2253
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,2341-2412
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,2796-2933
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,3017-3669
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,3752-3888
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,3985-4204
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,4305-4540
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,4647-5290
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,3' utr,788-1472
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,1-132
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,1342-1503
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,1597-1671
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,1755-1826
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,1906-1980
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,2065-2133
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,2210-2284
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,230-350
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,2372-2443
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,2827-2964
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,3048-3700
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,3783-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,4678-5304
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,476-547
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,740-814
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,exon,932-1003
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,1004-1341
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,133-229
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,1504-1596
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,1672-1754
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,1827-1905
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,1981-2064
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,2134-2209
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,2285-2371
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,2444-2826
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,2965-3047
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,351-475
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,3701-3782
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,3920-4015
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,4236-4335
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,4572-4677
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,548-739
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,intron,815-931
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,5' utr,1-50
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,1342-1503
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,1597-1671
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,1755-1826
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,1906-1980
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,2065-2133
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,2210-2284
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,230-350
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,2372-2443
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,2827-2964
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,3048-3700
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,3783-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,4678-5145
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,coding_region,476-547
